page;paragraph_enum;text;clean_text;x0;y0;x1;y1;left;right;bottom;top;width;height
3;23;"c) Esgotamento de instâncias
 No caso em tela, a decisão da Turma do TRF da 4ª Região é decisão 
de última instância. Houve prequestionamento em relação à matéria constitucional, 
conforme se infere do voto condutor da negativa de provimento do recurso de embargos 
declaratórios. O acórdão contraria a Constituição Federal, hipótese que autoriza o 
manejo de Recurso Extraordinário, conforme a CF/88, art. 102, III, a.
";c) Esgotamento de instâncias;84.38402557373047;411.75677490234375;513.4080810546875;504.5058898925781;84.38402557373047;513.4080810546875;337.2941589355469;430.04327392578125;429.02405548095703;92.74911499023438
3;25;"d) Da repercussão geral
 A Lei 11.418, de 19/12/2006, publicada em 20/12/2006, inseriu no 
Código de Processo Civil o art. 543-A para disciplinar a repercussão geral como 
condição de admissibilidade dos Recursos Extraordinários. 
";d) Da repercussão geral;84.38402557373047;531.2968139648438;512.942138671875;597.5059204101562;84.38402557373047;512.942138671875;244.29412841796875;310.50323486328125;428.55811309814453;66.2091064453125
3;27;"Em seu parágrafo 2º, esse dispositivo prevê a competência exclusiva 
do Col. Supremo Tribunal Federal para apreciação da repercussão geral, bem como a 
necessidade de expor-se em preliminar recursal acerca desse tema. 
";Em seu parágrafo 2º, esse dispositivo prevê a competência exclusiva do Col. Supremo Tribunal Federal para apreciação da repercussão geral, bem como a necessidade de expor-se em preliminar recursal acerca desse tema.;85.1040267944336;610.8868408203125;512.880126953125;650.6959228515625;85.1040267944336;512.880126953125;191.1041259765625;230.9132080078125;427.7761001586914;39.80908203125
3;28;"O § 1o do novel art. 543-A define o que vem a ser repercussão geral, 
 nos seguintes termos: “Para efeito da repercussão geral, será considerada a 
existência, ou não, de questões relevantes do ponto de vista econômico, político, social 
ou jurídico, que ultrapassem os interesses subjetivos da causa”.
";O § 1o do novel art. 543-A define o que vem a ser repercussão geral,;85.10403442382812;658.5266723632812;512.9780883789062;717.4157104492188;85.10403442382812;512.9780883789062;124.38433837890625;183.27337646484375;427.8740539550781;58.8890380859375
3;30;"Já os artigos 4º e 5º da Lei 11.418 dispõem que:
";Já os artigos 4º e 5º da Lei 11.418 dispõem que:;169.13003540039062;730.4066772460938;398.6160583496094;743.6957397460938;169.13003540039062;398.6160583496094;98.10430908203125;111.39337158203125;229.48602294921875;13.2890625
4;31;"ADVOCACIA-GERAL DA UNIÃO
PROCURADORIA-GERAL FEDERAL
PROCURADORIA REGIONAL FEDERAL – 4ª REGIÃO
“Art. 4o Aplica-se esta Lei aos recursos interpostos a partir do 
primeiro dia de sua vigência.
Art. 5o Esta Lei entra em vigor 60 (sessenta) dias após a data de sua 
publicação.”
";ADVOCACIA-GERAL DA UNIÃO PROCURADORIA-GERAL FEDERAL PROCURADORIA REGIONAL FEDERAL – 4ª REGIÃO “Art. 4o Aplica-se esta Lei aos recursos interpostos a partir do primeiro dia de sua vigência. Art. 5o Esta Lei entra em vigor 60 (sessenta) dias após a data de sua publicação.”;169.84996032714844;101.80000305175781;512.9420776367188;185.7357177734375;169.84996032714844;512.9420776367188;656.0643310546875;740.0000457763672;343.0921173095703;83.93571472167969
4;32;"Tendo em vista que a publicação da referida lei deu-se em 20/12/2006, 
somente a partir de 18/02/2007 (60 dias a contar de 20/12/2006) o requisito da 
repercussão geral passa a ser obrigatório em todos os recursos extraordinários. 
";Tendo em vista que a publicação da referida lei deu-se em 20/12/2006, somente a partir de 18/02/2007 (60 dias a contar de 20/12/2006) o requisito da repercussão geral passa a ser obrigatório em todos os recursos extraordinários.;85.10395812988281;198.84664916992188;513.048095703125;238.65570068359375;85.10395812988281;513.048095703125;603.1443481445312;642.9533996582031;427.9441375732422;39.809051513671875
4;33;"Não obstante, parece evidente ao INSS a repercussão geral do 
deferimento da revisão do benefício previdenciário pretendida pela parte recorrida, 
como se passa a demonstrar.
";Não obstante, parece evidente ao INSS a repercussão geral do deferimento da revisão do benefício previdenciário pretendida pela parte recorrida, como se passa a demonstrar.;85.10395812988281;252.03665161132812;512.988037109375;291.8457336425781;85.10395812988281;512.988037109375;549.9543151855469;589.7633972167969;427.8840789794922;39.80908203125
4;34;"Inicialmente, com relação à decadência que restou afastada no feito 
pelo Tribunal recorrido, o que se infere é que o que vier a ser decidido neste 
Extraordinário terá repercussão sobre todos os benefícios previdenciários 
concedidos até 28-6-1997. E mais, por tratar da forma de aplicação da lei no tempo, 
princípio de sobredireito, terá repercussão que vai muito além das questões 
previdenciárias. Aliás, o E. STF já vem enfrentando a mesma questão de direito
intertemporal no julgamento de matéria administrativa, referente à forma de aplicação 
da Lei n. 9.784/1999 no tempo (MS 25552/DF, MS 26405/DF). Enfim, a repercussão 
ocorrerá sobre diversas outras matérias, notadamente as reguladas pelo Código Civil, 
que recentemente reduziu diversos prazos decadenciais.
";Inicialmente, com relação à decadência que restou afastada no feito pelo Tribunal recorrido, o que se infere é que o que vier a ser decidido neste Extraordinário terá repercussão sobre todos os benefícios previdenciários concedidos até 28-6-1997. E mais, por tratar da forma de aplicação da lei no tempo, princípio de sobredireito, terá repercussão que vai muito além das questões previdenciárias. Aliás, o E. STF já vem enfrentando a mesma questão de direito intertemporal no julgamento de matéria administrativa, referente à forma de aplicação da Lei n. 9.784/1999 no tempo (MS 25552/DF, MS 26405/DF). Enfim, a repercussão ocorrerá sobre diversas outras matérias, notadamente as reguladas pelo Código Civil, que recentemente reduziu diversos prazos decadenciais.;85.10395812988281;305.1966552734375;513.0961303710938;438.0257873535156;85.10395812988281;513.0961303710938;403.7742614746094;536.6033935546875;427.99217224121094;132.82913208007812
4;35;"Além disso, há repercussão geral por contrariedade à jurisprudência 
dominante do STF (AR 905; AR 956/AM; RE 92294/GO; RE 93698/MG), citada logo a 
seguir.
";"Além disso, há repercussão geral por contrariedade à jurisprudência dominante do STF (AR 905; AR 956/AM; RE 92294/GO; RE 93698/MG), citada logo a seguir.";85.10395812988281;451.376708984375;512.8320922851562;491.185791015625;85.10395812988281;512.8320922851562;350.6142578125;390.42333984375;427.72813415527344;39.80908203125
4;36;"Conforme se percebe, este talvez seja o julgado mais importante da 
história da Previdência Social brasileira, por seu potencial de reduzir drasticamente o 
número de demandas judiciais sobre eventos ocorridos há mais de dez anos, 
implementando, finalmente, a segurança jurídica nessa tão conturbada área do direito. 
Considerando, também, o efeito que poderá ter em outras áreas do direito –
notadamente no civil e no administrativo – este poderá ser um dos julgamentos com a 
mais ampla repercussão desde a EC n. 45/2004. 
";Conforme se percebe, este talvez seja o julgado mais importante da história da Previdência Social brasileira, por seu potencial de reduzir drasticamente o número de demandas judiciais sobre eventos ocorridos há mais de dez anos, implementando, finalmente, a segurança jurídica nessa tão conturbada área do direito. Considerando, também, o efeito que poderá ter em outras áreas do direito – notadamente no civil e no administrativo – este poderá ser um dos julgamentos com a mais ampla repercussão desde a EC n. 45/2004.;85.10395812988281;504.5367431640625;512.97607421875;597.505859375;85.10395812988281;512.97607421875;244.294189453125;337.2633056640625;427.8721160888672;92.9691162109375
4;37;"Ademais, em relação à revisão do benefício propriamente dita, com a 
retroação da DIB, o que se constata é que há repercussão geral do ponto de vista 
econômico porque o INSS haveria de elevar os valores dos benefícios de titulares de 
sem números benefícios previdenciários que podem ter preenchido os requisitos para 
sua concessão em data anterior a alteração do teto de 20 salários mínimos, vigente pela 
Lei nº 6.950/81 para 10 salários mínimos, em vigor a partir da Lei nº 7.787/89, o que 
consistiria em enorme dispêndio dos recursos necessários à manutenção do sistema de 
Previdência Social brasileiro.
";Ademais, em relação à revisão do benefício propriamente dita, com a retroação da DIB, o que se constata é que há repercussão geral do ponto de vista econômico porque o INSS haveria de elevar os valores dos benefícios de titulares de sem números benefícios previdenciários que podem ter preenchido os requisitos para sua concessão em data anterior a alteração do teto de 20 salários mínimos, vigente pela Lei nº 6.950/81 para 10 salários mínimos, em vigor a partir da Lei nº 7.787/89, o que consistiria em enorme dispêndio dos recursos necessários à manutenção do sistema de Previdência Social brasileiro.;85.10395812988281;610.8867797851562;513.0360107421875;717.1759033203125;85.10395812988281;513.0360107421875;124.6241455078125;230.91326904296875;427.9320526123047;106.28912353515625
4;38;"Do ponto de vista político, há repercussão geral porque a adoção da 
tese em referência causaria dificuldades intransponíveis na manutenção dos pagamentos 
dos benefícios, uma vez que o Estado brasileiro sempre dispôs quanto à Previdência 
 ADVOCACIA-GERAL DA UNIÃO
PROCURADORIA-GERAL FEDERAL
PROCURADORIA REGIONAL FEDERAL – 4ª REGIÃO
Social tendo em vista a proteção constitucional ao ato jurídico perfeito, o princípio 
tempus regit actum e a pacífica jurisprudência do C STF sumulada no verbete de n. 359 
(com enunciado alterado no julgamento do RE 72509, ED-Edv, RTJ-64/408): 
“Ressalvada a revisão prevista em lei, os proventos da inatividade regulam-se pela lei 
vigente ao tempo em que o militar, ou o servidor civil, reuniu os requisitos 
necessários.”
";Do ponto de vista político, há repercussão geral porque a adoção da tese em referência causaria dificuldades intransponíveis na manutenção dos pagamentos dos benefícios, uma vez que o Estado brasileiro sempre dispôs quanto à Previdência;85.10395812988281;730.4068603515625;512.9061279296875;770.3319091796875;85.10395812988281;512.9061279296875;71.4681396484375;111.3931884765625;427.8021697998047;39.925048828125
5;40;"Sob o ponto de vista social, há repercussão geral porque o 
deferimento da pretensão atingiria todos titulares de benefício com tempo de serviço 
superior ao mínimo exigido em lei, que poderia passar a pleitear diversas retroações da 
DIB para fins de obter a melhor renda mensal, embora o autor tenha optado por 
permanecer em atividade, após ter completado o tempo de serviço mínimo para fins de 
aposentadoria, percebendo abono de permanência
dos cofres públicos, o que 
prejudicaria a sociedade brasileira ante o severo baque que se abateria sobre a 
Previdência se acolhida a tese aplica pelo TRF/4ª Região.
";Sob o ponto de vista social, há repercussão geral porque o deferimento da pretensão atingiria todos titulares de benefício com tempo de serviço superior ao mínimo exigido em lei, que poderia passar a pleitear diversas retroações da DIB para fins de obter a melhor renda mensal, embora o autor tenha optado por permanecer em atividade, após ter completado o tempo de serviço mínimo para fins de aposentadoria, percebendo abono de permanência dos cofres públicos, o que prejudicaria a sociedade brasileira ante o severo baque que se abateria sobre a Previdência se acolhida a tese aplica pelo TRF/4ª Região.;85.10407257080078;225.36668395996094;513.048095703125;331.685791015625;85.10407257080078;513.048095703125;510.1142578125;616.4333648681641;427.9440231323242;106.31910705566406
5;41;"Ainda quanto ao ponto de vista social, importa ressaltar que a previsão 
expressa na Constituição da República do direito à previdência social como direito 
social (art. 6º) e do sistema de Previdência como componente da Ordem Social (Título 
VIII, Capítulo II, Seção III) já implica existência do requisito da repercussão social nos 
recursos extraordinários interpostos pelo INSS, uma vez que é essa autarquia a entidade 
que, na ordem social brasileira, tem a finalidade específica de prestar a previdência 
pública, finalidade esta que será extremamente prejudicada se deferida a pretensão 
deduzida em demandas como a presente.
";Ainda quanto ao ponto de vista social, importa ressaltar que a previsão expressa na Constituição da República do direito à previdência social como direito social (art. 6º) e do sistema de Previdência como componente da Ordem Social (Título VIII, Capítulo II, Seção III) já implica existência do requisito da repercussão social nos recursos extraordinários interpostos pelo INSS, uma vez que é essa autarquia a entidade que, na ordem social brasileira, tem a finalidade específica de prestar a previdência pública, finalidade esta que será extremamente prejudicada se deferida a pretensão deduzida em demandas como a presente.;85.10406494140625;345.0367431640625;512.916259765625;451.3458557128906;85.10406494140625;512.916259765625;390.4541931152344;496.7633056640625;427.81219482421875;106.30911254882812
5;42;"Há também repercussão geral do ponto de vista jurídico, uma vez que 
o acolhimento da tese de retroação da DIB, na forma como posta no julgado recorrido
poderia implicar precedente ao acolhimento de sua aplicação a todos os casos em que 
uma lei criou ou alterou benefícios previdenciários. 
";Há também repercussão geral do ponto de vista jurídico, uma vez que o acolhimento da tese de retroação da DIB, na forma como posta no julgado recorrido poderia implicar precedente ao acolhimento de sua aplicação a todos os casos em que uma lei criou ou alterou benefícios previdenciários.;85.10406494140625;464.5767822265625;513.0140991210938;517.8258666992188;85.10406494140625;513.0140991210938;323.97418212890625;377.2232666015625;427.9100341796875;53.24908447265625
5;43;"Assim, o presente recurso atende ao requisito da repercussão geral, 
pelo que merece recebimento e provimento.
";Assim, o presente recurso atende ao requisito da repercussão geral, pelo que merece recebimento e provimento.;85.10406494140625;531.0568237304688;512.7861938476562;557.6658935546875;85.10406494140625;512.7861938476562;284.1341552734375;310.74322509765625;427.68212890625;26.60906982421875
5;44;"e) preliminar. da negativa de jurisdição
 Opostos embargos de declaração quanto ao acórdão prolatado, com a 
finalidade específica de prequestionamento do dispositivo constitucional relacionado à 
matéria ora impugnada – art. 5ª, XXXVI, 97 e 201, ambos da Constituição Federal –
os mesmos foram rejeitados ao argumento de que não haveria necessidade de
prequestionamento explícito de todos os artigos atinentes à matéria.
";e) preliminar. da negativa de jurisdição;85.10406494140625;584.4568481445312;512.8701171875;677.3357543945312;85.10406494140625;512.8701171875;164.46429443359375;257.34320068359375;427.76605224609375;92.87890625
5;46;"Todavia, é de se ressaltar o princípio segundo o qual cumpre ao 
magistrado o conhecimento da lei, não havendo necessidade de as partes apresentarem 
os dispositivos legais. Dar-se-á os fatos para que o Poder Judiciário aprecie a matéria.
";Todavia, é de se ressaltar o princípio segundo o qual cumpre ao magistrado o conhecimento da lei, não havendo necessidade de as partes apresentarem os dispositivos legais. Dar-se-á os fatos para que o Poder Judiciário aprecie a matéria.;85.10408020019531;690.5667114257812;513.254150390625;730.4957885742188;85.10408020019531;513.254150390625;111.30426025390625;151.23333740234375;428.1500701904297;39.9290771484375
5;47;"Verifica-se, portanto, que os artigos da Constituição que viabilizaria a 
interposição do presente recurso quanto à impossibilidade de revisão do ato de 
";Verifica-se, portanto, que os artigos da Constituição que viabilizaria a interposição do presente recurso quanto à impossibilidade de revisão do ato de;85.10408020019531;743.7227172851562;513.230224609375;770.331787109375;85.10408020019531;513.230224609375;71.46826171875;98.07733154296875;428.1261444091797;26.60906982421875
