package_name,review,date,star
com.iskrembilen.quasseldroid,Great app Excellent mobile companion to the quassel suite. My only beef/request is I wish the dark theme was black and not dark grey as a background. The grey makes it nearly impossible to read some of the colored text.,September 11 2016,5
com.iskrembilen.quasseldroid,This version (0.9.8) is terribly outdated. I did not notice until it stopped working after the Android 7 update. The version on F-Droid (0.11.7) works  has an updated interface and also features automatic reconnection.,August 23 2016,5
com.iskrembilen.quasseldroid,Does what it does This let's me connect to the core and chat  ez pz. Could custom colors be a possibility for this?,July 20 2016,5
com.iskrembilen.quasseldroid,Great Almost perfect App. Sadly uses too much battery  but I think that's because of the Quassel Protocol.,July 06 2016,5
com.iskrembilen.quasseldroid,Updates? Hasn't been updated in a long time (2014) and appears to break in Android N. Unfortunately it appears this is the only quassel client for Android.,May 19 2016,1
com.iskrembilen.quasseldroid,Great client. One request: Make back key open the channel list on first click. Would be more useful than just popping up a message telling me to click again to quit. Could still quit on second click.,May 01 2016,5
com.iskrembilen.quasseldroid,Doesn't handle SSL certificate changes well. Just get stuck in a loop. Clearing data/cache didn't help... Or is it just broken on Android N?,April 19 2016,2
com.iskrembilen.quasseldroid,Best It justworks :-),March 23 2016,5
com.iskrembilen.quasseldroid,Fails to connect,January 01 2016,2
com.iskrembilen.quasseldroid,Awesome Works great and does exactly what I need it to do,November 26 2015,5
com.iskrembilen.quasseldroid,Core<->IRC disconnects can crash app. Overall much better than Windows app! I've also installed the beta APK from F-Droid and can confirm the auto-reconnect works great. Side bonus: material design!,November 23 2015,5
com.iskrembilen.quasseldroid,Outdated Why isn't quasseldroid updated on the play store. F-droid has been shipping the newer versions with the material design for a long time now.,October 23 2015,2
com.iskrembilen.quasseldroid,Works great I've been using it for a year.. Love it,August 14 2015,5
com.iskrembilen.quasseldroid,Doesn't even connect. Just returns invalid username/password,July 02 2015,1
com.iskrembilen.quasseldroid,Does what it says on the tin. I'm migrating my desktop  netbook and phone to Quassel.,May 17 2015,5
com.iskrembilen.quasseldroid,Would be a 5 with autoreconnect.,May 12 2015,4
com.iskrembilen.quasseldroid,Play version outdated The version on F-Droid is newer.,May 08 2015,2
com.iskrembilen.quasseldroid,Only IRC client you need for Android. This is a great IRC client for Andriod. The only thing I think it's lacking is an auto-reconnect option; that would make this a 5 star review.,April 22 2015,4
com.iskrembilen.quasseldroid,Good but needs auto reconnect Having an auto reconnect would be helpful. Switching between network and wifi means manually reconnecting. It's a pain.,April 22 2015,3
com.iskrembilen.quasseldroid,Could handle disconnects better This is a well made application in general  and works great when you have a solid connection. But iffy connections can be very frustrating when the screen goes back to login mid-sentence. Also  highlighting should never use the same color as a username.,April 11 2015,4
com.iskrembilen.quasseldroid,Great  but pretty buggy. Often after the app has been running for a while  channels seem to not be reliable. Especially if I use a client on the computer in between sessions. I was very confused when I opened one channel to find a completely different one. Sometimes  the list of people who are online are off too. I've once found someone logged in under the same nick 4 times (that's a bug). Its because it doesn't seem to always register when someone quits or parts.,March 05 2015,3
com.iskrembilen.quasseldroid,I love being able to resume my conversations from whatever device I happen to have at hand!,January 31 2015,5
com.iskrembilen.quasseldroid,Works great,January 25 2015,5
com.iskrembilen.quasseldroid,Really great app Really nice app  although lacking support for automatically reconnecting after disconnect  that would really improve the app a lot. Other than that I cannot find any fault  would be nice to see that included.,January 06 2015,4
com.iskrembilen.quasseldroid,Constantly crashes on initial backlog fetching App constantly crashes(and says Reporting crashes) constantly on start up. Whenever i do manage to get through it works perfectly,November 28 2016,3
com.iskrembilen.quasseldroid,"Bring back black theme! This """"""""""""""""dark"""""""""""""""" theme which is now gray instead of black is hard to see with certain font colors  plus harder to see in general in brighter light. -2 stars until the old black theme from a couple versions ago is added back in. Moto E (2nd gen with Android 5.1)""""",December 19 2016,2
com.iskrembilen.quasseldroid,Battery possibly an issue  but wow! This is the first time I've ever felt like it was viable to have a constantly-connected messaging app on my phone. We'll see how the battery side of things goes...,January 10 2017,4
com.iskrembilen.quasseldroid,Useful and effective  though I think the input widget could use a bit of work.,January 28 2017,5
com.iskrembilen.quasseldroid,Could really use the promised push notifications - that should solve all battery and connection issues (so that one can stay pretty much disconnected until a highlight or something). Otherwise a stellar app  supports pretty much everything the other native clients do.,April 04 2017,4
com.iskrembilen.quasseldroid,Wonderful IRC client that connects to my server.,April 07 2017,5
com.iskrembilen.quasseldroid,Couldn't connect to Freenode.,April 11 2017,1
com.pilot51.voicenotify,good very nice,November 09 2016,5
com.pilot51.voicenotify,Good app. This app is really good. I only gave it 4 stars cause the menu options blur badly while scrolling. Other than that it's perfect and very helpful.,November 07 2016,4
com.pilot51.voicenotify,Garbage. Was good. Hasn't been updated for over 2 years. Doesn't work anymore. Don't waste your time.,November 02 2016,1
com.pilot51.voicenotify,Love it best app,October 28 2016,5
com.pilot51.voicenotify,Awesome Well done.,October 19 2016,5
com.pilot51.voicenotify,?????????? Flawless  I've been looking for something like this  found it  works great for my LG Premiere,October 11 2016,5
com.pilot51.voicenotify,Awesome best one.,October 09 2016,5
com.pilot51.voicenotify,Good and usefull,October 09 2016,5
com.pilot51.voicenotify,Voice Notify,October 03 2016,3
com.pilot51.voicenotify,Nice I like the app but why is it speaking English despite I configured Google TTS for the Dutch language. The phone's language is UK English  only speech should be Dutch,October 02 2016,4
com.pilot51.voicenotify,Doesn't work UI terrible Move on Just garbage. Maybe it's been abandoned.,September 26 2016,1
com.pilot51.voicenotify,Brilliant Work If u could add in regular expressions too then power users can change what is said to remove unnecessary text etc,September 24 2016,5
com.pilot51.voicenotify,Good,September 22 2016,3
com.pilot51.voicenotify,Best voice app   love it  only problem is that if there's no continents on the message it does not play anything. It should have an option that if there's no continents on the body I should say the application name,September 21 2016,4
com.pilot51.voicenotify,Great App. But Great App  actually it's the only one so far I found stable & never break down  an app which announce everything.. Except: ?)Clock time announce. ?) Battery low announce. If these options can be added it'll be the best ever for sure,September 07 2016,3
com.pilot51.voicenotify,Good app but desperately needs updating!!! Has not kept up with the latest Android versions since Jelly Bean. Where's the support for extended notification text??? This is the reason for many of the comments about notifications from certain apps not being spoken. No response from Pilot_51 to any comments here. App appears to be abandon-ware. Outdated.,September 03 2016,2
com.pilot51.voicenotify,No sound on Android Nougat Used this on Marshmallow for my Flir Fx app. Now it stopped working after OS upgrade. Otherwise great app??,August 28 2016,1
com.pilot51.voicenotify,Best app I don't think there a better working app. Ignore text is good feature.,August 16 2016,5
com.pilot51.voicenotify,Very nice app,August 16 2016,5
com.pilot51.voicenotify,Not good,August 06 2016,1
com.pilot51.voicenotify,Not user friendly,August 05 2016,1
com.pilot51.voicenotify,LIke it,August 05 2016,5
com.pilot51.voicenotify,Excellent Most Excellent. Thank you.,August 03 2016,4
com.pilot51.voicenotify,Not working on Samsung Phones...,July 20 2016,2
com.pilot51.voicenotify,cant stop this app very bad... experince i have uninstall app but still can't stop the message which are reding,July 18 2016,1
com.pilot51.voicenotify,Just right Like no other,July 10 2016,5
com.pilot51.voicenotify,BISMILLAHIR RAHMAANIR RAHEEM Works perfect  thanks developer,July 04 2016,5
com.pilot51.voicenotify,No longer works Used to be the best notification reader  but it has stopped reading notifications...,June 20 2016,1
com.pilot51.voicenotify,Full featured and just Excellent !!!,June 17 2016,5
com.pilot51.voicenotify,Ok Jek,June 12 2016,5
com.pilot51.voicenotify,So far so good,June 01 2016,5
com.pilot51.voicenotify,Please fix it. Aside from that this app fails to read the entire contents of the message whether that's the stock messaging app or third party like Telegram for example only a few lines are read. Are our credit cards really safe turning this on? Please fix it so the entire text message reads out loud not just the first few words. LG G3 stick ROM 5.1.1.,May 26 2016,2
com.pilot51.voicenotify,AWESOME!!! Best voice notifier ever!!!,May 25 2016,5
com.pilot51.voicenotify,Nice. The best notification app I have ever seen.good work,May 09 2016,5
com.pilot51.voicenotify,Great for the car. Wish there was a way to censor vulgar words for when I have other people aboard  but I believe this might actually be a Google TTS option that would need to be added.,May 08 2016,4
com.pilot51.voicenotify,Kk Nice   ,April 26 2016,5
com.pilot51.voicenotify,I love you I've been looking forever for an app that would do this. I have a Bluetooth headset and I hate that the notification sound would play through the phone and the headphones. But this is way more useful because I can have my phone on silent and still hear exactly what the notification is.,April 13 2016,5
com.pilot51.voicenotify,Loved it ! A single issue. Do not read my messages application Notify My Android.,April 06 2016,5
com.pilot51.voicenotify,Top app Small but powerful. No addon and open source. Great.,April 06 2016,5
com.pilot51.voicenotify,Great app Very small in size and very reliable,April 06 2016,5
com.pilot51.voicenotify,Nice Its real koo,April 02 2016,5
com.pilot51.voicenotify,Strange One time it says : Twitter notification from Twitter  sometimes it says just Twitter. Please fix it. Also doesn't notifies calls at all  and sms with callers name,April 02 2016,2
com.pilot51.voicenotify,Good app..BT how to stop speaking name who sends message to me,March 26 2016,5
com.pilot51.voicenotify,Best apps ever!,March 22 2016,4
com.pilot51.voicenotify,Best Voice Notification app I love this app. I use it pretty much all the time.,March 14 2016,5
com.pilot51.voicenotify,Great app Does a great job of reading notifications and text messages when I have my headphones on.,March 11 2016,5
com.pilot51.voicenotify,Good but... It does not read sms and incoming caller,March 04 2016,3
com.pilot51.voicenotify,Great this one is the best..it requires accessibility  it will never fail to read you noti,March 02 2016,5
com.pilot51.voicenotify,Love to use it Awesome app very useful,February 08 2016,5
com.pilot51.voicenotify,IPhone Works great on my Samsung wish you made it for iphone,February 08 2016,5
com.pilot51.voicenotify,"Nice one. I intended to use it with whatsapp only. But the app never read the message from whatsapp. It will just say """"""""""""""""""""""""""""""""[Sender Name] is sending a message"""""""""""""""""""""""""""""""" in my language and that's it. Can I enable to speak message contact as well? Thanks.""""",February 07 2016,4
com.pilot51.voicenotify,This and shouter are the best I have found . The one thing shouter has over this is the toggle on/ off . But this has more control over message content,January 20 2016,5
com.pilot51.voicenotify,Awesome app Has never really let me down. Couple it with an app that shoots audio straight to your headphones  and you can enjoy your day with minimal phone checking.,January 18 2016,5
com.pilot51.voicenotify,Awesome awesome awesome Keep up the great work. Thank you.,January 18 2016,5
com.pilot51.voicenotify,Great but doesn't work consistently Good features and works OK initially but sometimes it doesn't and you have to turn the service off and on again  using shouter instead,January 15 2016,2
com.pilot51.voicenotify,Good I love it but it keep repeating... Kind of hate that... ....... Samsung Galaxy s5,January 03 2016,3
com.pilot51.voicenotify,Fantastic app! I highly recommend it! 'Voice Notify' is an essential app for anyone  but especially useful for someone such as myself who has dexterity difficulties  also has a SCI & is a fulltime wheelchair user. I do not have to look at my phone to know what is happening. VN is very customisable  eg  you can stop some FB group messages by putting the group name or a word in the 'ignored text' option in VN settings. Wish 'Email' said who was sending the emails like 'Gmail' does. Unfortunately on my new Note4  VN keeps being 'disabled'!?! Such a pain for an essential app! ?,January 02 2016,5
com.pilot51.voicenotify,Fantastic app! When I connect my BT headset  I have it set to read important notifications - add that to Google Now's ability to create texts  reminders and calendar events  and my $20 headset has all the functionality of a smartwatch. Kudos to the developer!,December 29 2015,5
com.pilot51.voicenotify,Great..just perfect,December 22 2015,5
com.pilot51.voicenotify,Fantastic!!! ? I have found what am looking for  in these years I have tried so many apps but this is bomb ? the app of the century friends I advise you all to go for this super app.,December 19 2015,5
com.pilot51.voicenotify,"Excellent and very useful app. Works perfectly. I especially like that you can specify which of your phone's apps VN will speak for. Suggestions/comments: 1) Would be nice if it could also say caller's names. 2) And if the widget changed colour (and shape?) when VN is turned off. ...p.s. Just realised it does seem to change colour but for those of us who are colour-blind  we need a much clearer change please. ...maybe from primary red or yellow when """"""""""""""""""""""""""""""""on"""""""""""""""""""""""""""""""" to greyed out when """"""""""""""""""""""""""""""""off"""""""""""""""""""""""""""""""". Thanks. 2) YouTube alerts don't seem to be read although YouTube is set to """"""""""""""""""""""""""""""""not ignored"""""""""""""""""""""""""""""""". 3) It would be nice to display """"""""""""""""""""""""""""""""Run VN yes/no?"""""""""""""""""""""""""""""""" on power-up. It's a bit disconcerting to hear it suddenly start talking when you turn your phone on as you leave the cinema.""""",December 08 2015,5
com.pilot51.voicenotify,Why 3 star Because sometimes not spoken... What happened please help me....,December 08 2015,3
com.pilot51.voicenotify,Best voice notification app. It is simple & fast.,December 01 2015,5
com.pilot51.voicenotify,What a shame I can't use it,November 30 2015,1
com.pilot51.voicenotify,Can not live without it.,November 26 2015,5
